spotid	spotname	geo-coordinates
1563224	Gap - Woodbridge Center Mall	POINT(-74.29940325 40.556666167)
7427991	Dick's Sporting Goods	POINT(-74.29832933 40.555538341)
7245607	Johnny Rockets	POINT(-74.2995598 40.556750101)
1327922	Borders Express	POINT(-74.3001079559 40.5573493627)
244996	Memorial Field Park, Linden, NJ	POINT(-74.2327308655 40.6168843597)
245245	Applebee's	POINT(-74.2479979992 40.6204350666)
488731	Boulder Creek Steakhouse	POINT(-74.2476224899 40.6208422457)
556028	Rocky's Bar & Grill	POINT(-74.2834065833 40.6155673167)
7550124	Dragonfly Restaurant And Bar	POINT(-74.247502294 40.62097196)
276765	Applebee's, Woodbridge Mall, Woodbridge, NJ 	POINT(-74.3004620075 40.5564934716)
276730	Sears, Woodbridge Mall, Woodbridge, NJ	POINT(-74.3014168739 40.5574390269)
122027	AMC Aviation 12	POINT(-74.245262146 40.6208585328)
230261	Chevy's	POINT(-74.2462384701 40.6210865519)
1328064	Macy's	POINT(-74.3000650406 40.5556457209)
173468	Robert Wood Johnson University Hospital At Rahway	POINT(-74.2896366119 40.6129099502)
488744	Bank Of America, Aviation Mall, Linden, NJ	POINT(-74.2459434271 40.6213634313)
992058	Lowe's Hardware	POINT(-74.29429145 40.5500163333)
7422839	Fuel One	POINT(-74.303891172 40.559397867)
245225	Hampton Inn, Aviation Mall, Linden, NJ	POINT(-74.2468553782 40.621632166)
4772103	Kona Grill	POINT(-74.295586 40.550566)
6918126	Hilton Hampton Inn	POINT(-74.247187756 40.622060293)
278872	Saint Gertrude Cemetery & Mausoleum, Colonia, NJ	POINT(-74.3056762218 40.5991931642)
1301084	Bob's Discount Furniture	POINT(-74.29547795 40.550126483)
952174	Shell/ Dunkin' Donuts	POINT(-74.2845028639 40.6166911125)
1192810	Merchant and Drovers Museum	POINT(-74.285309867 40.616364367)
802567	RetroFitness	POINT(-74.30660569 40.56193947)
1300991	Home Goods	POINT(-74.295887667 40.55019315)
621200	The Forge	POINT(-74.2910371 40.5466714)
1301066	Electronics Expo	POINT(-74.296328183 40.550266567)
488768	Burger King	POINT(-74.2461311817 40.6224790806)
6922285	JetCarrier US HQ	POINT(-74.25591205 40.62357735)
6390277	Hess	POINT(-74.291667967 40.546208983)
626719	Panera Bread	POINT(-74.29753955 40.5502817)
488765	Benedict Motel, Linden, NJ	POINT(-74.2459005117 40.623073543)
1289862	Five Below	POINT(-74.2965888977 40.5493524672)
7591488	Kids-in-the-Park Ampitheater	POINT(-74.2804473639 40.5406075716)
276109	Red Lobster, Iselin / Woodbridge, NJ	POINT(-74.3062770367 40.5588002771)
7213828	NJ Turnpike Executive Offices 	POINT(-74.288459 40.543818)
7091660	Woodbridge Medical	POINT(-74.288459 40.543818)
276140	Best Buy, Iselin / Woodbridge, NJ	POINT(-74.3074572086 40.5597539509)
7620259	Warren Park	POINT(-74.2819708586 40.5403769016)
370754	Wegmans	POINT(-74.2972325667 40.5486204167)
244921	Wheeler Park, Linden, NJ	POINT(-74.24669981 40.6242868815)
1551729	Raymour & Flanigan Furnature	POINT(-74.307786258 40.559107947)
622050	Adam's Animals	POINT(-74.1439604759 40.5765836492)
73671	Staten Island Lighthouse	POINT(-74.1412721833 40.57641325)
73639	Crimson Beech House	POINT(-74.1391459167 40.5761164833)
73626	Jacques Marchias Museum of Tibetan Art	POINT(-74.1383518667 40.57648245)
935461	Latourette Pro Shop	POINT(-74.1475224495 40.575597619)
6607538	Ted's Winter Gear	POINT(-74.1504994123 40.5806376094)
694739	Richmond Engine Company	POINT(-74.1478765011 40.5755079791)
779735	Amboy Twin	POINT(-74.1498613358 40.5774474324)
286462	Kitty Cat Club	POINT(-74.1497218609 40.5837054526)
2408963	SIRR New Springville	POINT(-74.1509342194 40.5824180431)
3742302	Forest Hills Champion Stadium	POINT(-74.1513741016 40.5822224851)
73677	Latourette Park	POINT(-74.1518105167 40.5802307833)
539397	TQM Studios	POINT(-74.1522860527 40.5810165313)
539219	The Roast	POINT(-74.1519749165 40.5840395232)
641395	Java The Hutt	POINT(-74.1527366638 40.5835017502)
484819	Historic Richmond Town	POINT(-74.1440684 40.5714293167)
619576	Greenbelt Nature Preserve	POINT(-74.1384887695 40.5884067311)
5149598	The BrownNote	POINT(-74.15303085 40.5841213)
490423	The Greenbelt	POINT(-74.1383399 40.5885769833)
561921	Richmond town stop	POINT(-74.146900177 40.5716778013)
1171055	St. Anthony's	POINT(-74.152725935 40.584764695)
397067	Decker Farm	POINT(-74.1534769535 40.5836973045)
75150	Greenbelt Nature Center	POINT(-74.1386815667 40.5887822167)
70883	Beds	POINT(-74.1503548622 40.5873964322)
353884	Heartland Village	POINT(-74.1543889046 40.584006931)
523615	Turf Street Sweets	POINT(-74.1548126936 40.5837787853)
1217839	SI Atrium	POINT(-74.15418964 40.58484441)
148205	the here and now	POINT(-74.1552257538 40.583224714)
782328	Quiet Man HQ	POINT(-74.1539812088 40.5854083802)
7055843	Bridgetown Inn	POINT(-74.155225754 40.584593588)
646813	Csi Library	POINT(-74.1495609283 40.5898651195)
523579	Bob's	POINT(-74.156588316 40.584389888)
174347	Staten Island Mall	POINT(-74.1545701667 40.58748865)
785671	ENT & Allergy Associates	POINT(-74.15571248 40.58729338)
6763243	Pergament Shopping Center	POINT(-74.1589192868 40.5804221427)
6912970	MaryJean & Richie's House	POINT(-74.132160933 40.569891533)
490328	Applebee's	POINT(-74.1591739655 40.5836321198)
200330	Chill Spot SI	POINT(-74.1521251202 40.5910546194)
633576	TQM HQ	POINT(-74.1531765461 40.5915353017)
620333	Heartland Psychology	POINT(-74.1602790356 40.5845446999)
981865	Columbia Gym	POINT(-74.1609013081 40.5832084177)
5756874	p.s. 59	POINT(-74.1605472535 40.5846261783)
5756940	St. Johns	POINT(-74.1605472535 40.5846261783)
5756951	St. Margarets	POINT(-74.1605472535 40.5846261783)
5757127	Marsh Park	POINT(-74.1605472535 40.5846261783)
5757006	Heartland Planetarium	POINT(-74.1605472535 40.5846261783)
5757116	Heartland Park	POINT(-74.1605472535 40.5846261783)
5756786	Heartland Medical	POINT(-74.1605472535 40.5846261783)
97817	The Pantry	POINT(-74.1600644588 40.5856691117)
2521889	Carvel Ice Cream 	POINT(-74.1611373425 40.5835098983)
619560	Heartland Medical	POINT(-74.1606009007 40.5850335769)
4644703	Michaels	POINT(-74.1608798504 40.5845772918)
3612469	Seaview Hospital	POINT(-74.131066 40.592069)
1959527	Stride Right	POINT(-74.1618347168 40.5835180464)
1574932	Classic Pizza	POINT(-74.1266535 40.570783)
1965879	Payless Shoes	POINT(-74.1618132591 40.5838195257)
2009405	GapKids	POINT(-74.1621673107 40.5835424908)
620345	Babies R Us	POINT(-74.1625535488 40.5777000461)
2409269	AT&T Store	POINT(-74.1625964642 40.5834039729)
76598	P.S. 69	POINT(-74.1569334333 40.5912652)
520372	Pizza Pizza	POINT(-74.1628539562 40.5766488408)
520277	TacoDip Sports	POINT(-74.1632723808 40.5786208558)
7331692	High Rock Park	POINT(-74.123382568 40.586777209)
520388	Unique Playthings	POINT(-74.1633796692 40.5819047021)
73810	Carrabba's Italian Grill	POINT(-74.1638731956 40.5790934788)
1064981	Platinum Books	POINT(-74.163261652 40.5759969222)
80719	Nome Tomes	POINT(-74.1613197327 40.5882682233)
1494253	Net Cost Market	POINT(-74.133889693 40.564658139)
7331690	Vanderbilt Cemetery	POINT(-74.121580124 40.585734294)
53321	T.G.I. Friday's	POINT(-74.1645265488 40.5785485917)
523253	Babies R Us	POINT(-74.1645576333 40.57878815)
523257	Villa Monte Pizza	POINT(-74.1645888833 40.5787638833)
695582	Auntie Anne's	POINT(-74.1647117333 40.5813661833)
6387302	Massage Envy	POINT(-74.16470962 40.57836243)
73806	Outback Steakhouse	POINT(-74.16476325 40.5785792)
355956	Macy's	POINT(-74.1646633833 40.58229135)
356027	Gap	POINT(-74.1646735667 40.5822921833)
355964	JC Penny	POINT(-74.1646784167 40.5822697833)
355970	East Pacific Bistro	POINT(-74.1646782833 40.5822803167)
356024	GameStop	POINT(-74.1646787333 40.5822869333)
355982	Fusion Tans	POINT(-74.1646835333 40.58227245)
73813	Panera Bread	POINT(-74.1648023833 40.5786202167)
356015	Mrs. Fields	POINT(-74.1646965333 40.5822738833)
355991	Columbia School	POINT(-74.1647050667 40.5822688167)
356007	Old Navy	POINT(-74.1647130167 40.5822597167)
523242	Applebee's	POINT(-74.1650211811 40.5811794993)
6390713	SIMALL Petting Zoo	POINT(-74.165016083 40.58231945)
5162053	The Rock House	POINT(-74.165022117 40.582361783)
7496932	Soho Pizza Factory	POINT(-74.163250923 40.587331251)
695563	Build-A-Bear Workshop	POINT(-74.1652721 40.5815431667)
7567000	Richmond Hill Deli	POINT(-74.1634655 40.587168298)
52834	Apple Store, Staten Island	POINT(-74.1654852569 40.5823346345)
605820	Borders	POINT(-74.1655821333 40.5823541333)
1444025	Michaels	POINT(-74.165414733 40.5767553)
1444033	Petland Discounts	POINT(-74.165414733 40.5767553)
982865	Willowbrook Courts	POINT(-74.1518676281 40.596358228)
505713	Toys R Us	POINT(-74.1656434536 40.5776755996)
988205	CVS/pharmacy	POINT(-74.1656180153 40.5829485426)
1444007	Magic City Super Store	POINT(-74.16556805 40.576809833)
643708	Dunkin' Donuts	POINT(-74.1657244333 40.5768681667)
6558514	Staten Island Blood Services	POINT(-74.16574245 40.57687008)
67965	Staten Island Mall	POINT(-74.1659195145 40.5824704262)
351749	TheBeetle2	POINT(-74.16580125 40.5767855167)
1062789	Classic Deli	POINT(-74.16619288 40.58078324)
523298	Party City	POINT(-74.1658972333 40.57661845)
523312	Bella Vita 2	POINT(-74.1659022667 40.5766363)
7282512	Verizon Wireless	POINT(-74.166212082 40.582083964)
510044	Saturday Matinee	POINT(-74.1663736667 40.5807829)
510020	Sears	POINT(-74.1663736667 40.5807829)
7199463	Staten Island Mall Food Court	POINT(-74.166411823 40.581397265)
69846	Starbucks	POINT(-74.1660679333 40.5764953667)
6377130	Subway	POINT(-74.166511148 40.58103549)
381761	Sephora	POINT(-74.1665124663 40.5819637493)
840752	American Eagle	POINT(-74.16671055 40.57886016)
73787	Starbucks	POINT(-74.166860734 40.5817896453)
510125	H&M	POINT(-74.1670840943 40.5811588253)
510121	GNC	POINT(-74.1670840943 40.5811588253)
510131	Hallmark	POINT(-74.1670840943 40.5811588253)
622274	Snake Pit	POINT(-74.1257429123 40.5939386615)
582148	New Springville Post Office	POINT(-74.1669952869 40.5776837485)
69854	S&S deli	POINT(-74.1667890899 40.5760943357)
619080	Foot Locker	POINT(-74.1674137115 40.5815559538)
101442	Empire Wine & Liquior	POINT(-74.1651810333 40.5883067)
627982	Raymour Flanigan	POINT(-74.1672505833 40.5767470333)
101445	Equinox Gym	POINT(-74.1651788667 40.58831785)
101444	B&B Laundromat	POINT(-74.1651867667 40.5883069333)
510100	Lane Bryant	POINT(-74.1676348167 40.57957295)
832174	Nome Wine & Liquors	POINT(-74.1648173332 40.5889249107)
101471	Richmond County Savings	POINT(-74.1652020833 40.5883496333)
101405	P.C. Richard & Son	POINT(-74.16521405 40.58834705)
69804	Toys R Us	POINT(-74.1671776772 40.5762413924)
47080	New Springville Library	POINT(-74.1668987274 40.5751494186)
1309466	Rides	POINT(-74.1652143002 40.5884963536)
101457	Wendy's	POINT(-74.1653157833 40.5883436167)
101437	Dynasty Taste	POINT(-74.1653704667 40.588264)
101331	Baskin Robbins	POINT(-74.1655164833 40.5881056)
459438	Subway	POINT(-74.1655103667 40.58819655)
497020	Cvs	POINT(-74.1659798167 40.5875915333)
73704	Barnes & Noble	POINT(-74.1621394 40.59249325)
73708	Starbucks	POINT(-74.1621602333 40.59248895)
6767637	Our Lady Queen Of Peace Church	POINT(-74.117638583 40.57492635)
101316	Social Security	POINT(-74.1659409333 40.5880284333)
312371	The Bean	POINT(-74.162478447 40.5923663037)
694726	Nome Plaza	POINT(-74.1647100449 40.5899547401)
5494282	Hayden Planetarium at CSI	POINT(-74.140291211 40.5996167637)
5835199	K Mart	POINT(-74.167472733 40.575201517)
585448	SI USPS	POINT(-74.167842865 40.57642067)
80206	Dunkin' Donuts	POINT(-74.16625915 40.5878739167)
1130364	One On One Physical Therapy	POINT(-74.166072607 40.5883133411)
782315	Borders	POINT(-74.1624355316 40.592724772)
7378874	MCGINN'S	POINT(-74.122533 40.567258)
2434134	Staples	POINT(-74.16732523 40.586107832)
1543692	Nori	POINT(-74.117580783 40.5737828)
694698	SI courthouse	POINT(-74.1622638702 40.5930669444)
641036	Jade Island	POINT(-74.16766495 40.5746823167)
641038	Golden's Deli	POINT(-74.1676795667 40.5746988667)
7105493	Joseph Ave	POINT(-74.137190394 40.59960645)
73699	Dunkin' Donuts	POINT(-74.1641521333 40.5914032333)
646816	Mary Lou's	POINT(-74.1624569893 40.5930913852)
6573671	City Wine Cellar	POINT(-74.164155967 40.591437517)
69823	Pildes Optical	POINT(-74.1687962799 40.5783299996)
69815	Starbucks Coffee	POINT(-74.1687962799 40.5783299996)
69835	Bed Bath & Beyond	POINT(-74.1687962799 40.5783299996)
689915	Hall	POINT(-74.1626930237 40.5930832383)
619091	The Sweat Spot	POINT(-74.1641843319 40.591690097)
4542598	Soup Man	POINT(-74.16479375 40.5910161)
69798	Stop & Shop	POINT(-74.1690240167 40.5792777)
7088234	Dominick's Bakery	POINT(-74.116901783 40.5742893)
6510763	Citibank	POINT(-74.1688828 40.57765925)
6510755	Nautilus	POINT(-74.1688828 40.57765925)
6510751	State Farm Insurance	POINT(-74.1688828 40.57765925)
6510745	Pay/Half	POINT(-74.168870467 40.577558917)
1064961	J.P. Richards And Son	POINT(-74.1663622856 40.5891074133)
897467	Macy's	POINT(-74.166861 40.588302)
6510741	Off-Track Betting	POINT(-74.16896775 40.57761085)
180704	Bark O'Lounge	POINT(-74.1687440872 40.5762984354)
267045	N.S. Jewish Center	POINT(-74.1615986824 40.5942808278)
69813	Best Buy	POINT(-74.16919555 40.5786835667)
69829	The Beetle	POINT(-74.1691926333 40.5786317)
69816	The Crossings	POINT(-74.16921305 40.5787068667)
69834	Tuxedo World	POINT(-74.1692126833 40.5786622833)
69819	Freshkills	POINT(-74.16923375 40.5787118167)
7118005	Chase 	POINT(-74.1687977314 40.5761629343)
69827	Verizon Wireless	POINT(-74.16923545 40.5786987667)
524882	Pathmark	POINT(-74.1682108333 40.5743291667)
69825	McDonald's	POINT(-74.16923805 40.5786751333)
1406335	Great Kills Swim Club	POINT(-74.1462285333 40.5598496333)
618769	Forest Hill Park	POINT(-74.1670274734 40.5715311093)
6553649	Starbucks	POINT(-74.168086315 40.586814905)
694713	Paz Salon	POINT(-74.1674995422 40.5879912068)
526023	The Dugout	POINT(-74.1674244404 40.588203043)
6962547	AT&T Store	POINT(-74.169270212 40.576248556)
7382712	King Buffet	POINT(-74.167183322 40.58888718)
523617	Springville Arena	POINT(-74.1675102711 40.5885289436)
1056038	Hennys	POINT(-74.162735939 40.5941176414)
690149	Mugshots	POINT(-74.1638410091 40.5931972954)
690152	Lipsticks	POINT(-74.1666090488 40.5902969267)
690154	Killmeyers	POINT(-74.1688835621 40.5867772092)
510530	Costco	POINT(-74.16844355 40.5724147167)
1345896	La Strada	POINT(-74.115614883 40.573968883)
3612397	Moravian Cemetery	POINT(-74.114199 40.580161)
3415700	Susan E. Wagner High School	POINT(-74.125142 40.597327)
496904	Walgreens	POINT(-74.16309559 40.59509855)
779650	Blockbuster	POINT(-74.1625106335 40.5962360298)
898155	Applebee's	POINT(-74.170226 40.572812)
676762	Hilton Garden Inn	POINT(-74.1694629192 40.5894740464)
1070040	Carrabba's Italian Grill	POINT(-74.17148 40.586593)
265779	Csi	POINT(-74.14055175 40.6031524167)
6750919	Fushimi	POINT(-74.111434836 40.581483131)
1162940	Jim Hanley's Universe	POINT(-74.11245885 40.57189105)
1162941	Jim Hanley's Universe	POINT(-74.1124579333 40.5718788667)
621871	Wild Safari	POINT(-74.16825865 40.5944102667)
420547	New York Public Library - New Dorp	POINT(-74.1122884833 40.5718155167)
420550	Fresh Tortillas Tex Mex 	POINT(-74.1122884833 40.5718155167)
590511	Campo Agency	POINT(-74.1124041167 40.57125485)
7171021	Something Sweet	POINT(-74.112155448 40.571646538)
1223916	Sedutto Ice Cream Parlor	POINT(-74.112189633 40.571567517)
7170813	Ivory & Co.	POINT(-74.11205145 40.5714789)
619547	SI Zoo	POINT(-74.1223740578 40.5994212573)
7170808	Ivory & Co.	POINT(-74.11198455 40.571521317)
2149028	Mom And Dad's Home	POINT(-74.112032883 40.570956267)
4887616	St. Charles Church	POINT(-74.117471883 40.5635252)
6643069	CVS	POINT(-74.162725678 40.56000216)
82431	Zone	POINT(-74.1620600224 40.6007490695)
7050786	A.F. Bennett Salon & Wellness Spa	POINT(-74.11090219 40.5709263)
6922886	Stop And Shop	POINT(-74.11490364 40.565082323)
6993677	Noble Furniture 	POINT(-74.1627198458 40.6007909775)
621031	Bank of America	POINT(-74.1158712 40.5638625167)
951917	Mike's Place	POINT(-74.1105648633 40.5708813067)
5094416	Sushi Excellent	POINT(-74.11049228 40.57088196)
7223234	Bistro	POINT(-74.111336017 40.568955133)
3139025	Atrium Stadium Cinemas	POINT(-74.16435277 40.55995661)
524810	Planet Wings	POINT(-74.1645972219 40.5600935445)
7261803	Yogurt City	POINT(-74.164415175 40.559816265)
1498636	Andrei's Crib	POINT(-74.107829055 40.58337482)
621459	Friendly's	POINT(-74.1140055656 40.5645791688)
1025709	Orange Leaf	POINT(-74.1096842971 40.570574187)
7118543	Starbucks 	POINT(-74.110191297 40.569237345)
621094	HomeGoods	POINT(-74.1130292416 40.5651252442)
619071	Willowbrook Stadium	POINT(-74.155343771 40.6052129318)
75146	Dunkin' Donuts	POINT(-74.1209217667 40.6018674167)
1496765	Moe's Southwest Grill	POINT(-74.10781435 40.5729397833)
70885	Mo's	POINT(-74.1666305065 40.5599740275)
411943	Willowbrook Park, Staten Island, NY	POINT(-74.1578757763 40.604797512)
197651	South Gannon/Wooley ave. 	POINT(-74.14093365 40.6074659167)
82456	Td Bank	POINT(-74.16194915 40.60325945)
5173837	My Sweet Home	POINT(-74.132261921 40.553628032)
7289210	Pathmark	POINT(-74.10728395 40.573014733)
6007247	Ralph's Famous Italian Ices	POINT(-74.1070559621 40.5736173656)
555028	Panera Bread	POINT(-74.1735444 40.56574499)
82419	Dunkin' Donuts	POINT(-74.1618912167 40.6034547833)
67054	Books!!!	POINT(-74.1671991348 40.5597457999)
511111	Z1	POINT(-74.1619152167 40.6035083)
7084178	United Artists Theatres	POINT(-74.110027347 40.567164039)
520299	Experienced Toys	POINT(-74.168497324 40.5605201404)
403309	Golden Gate Health Care Center	POINT(-74.1319923354 40.6067818615)
619073	On Your Mark	POINT(-74.1682291031 40.5601859524)
7169113	Excelsior Grand	POINT(-74.1068942 40.572679233)
197650	North Gannon/Wooley ave. 	POINT(-74.1394952 40.6081527)
574145	T&L Saloon	POINT(-74.1696238518 40.560903232)
75177	On The Floor	POINT(-74.1696345806 40.560838025)
5834919	Deal$	POINT(-74.168572223 40.559949305)
90778	Cafe Ole	POINT(-74.1694307327 40.5606016495)
618754	Sports Authority	POINT(-74.1684544086 40.5597621019)
268486	Rita's	POINT(-74.1693341732 40.5602185562)
621137	Dr. Mailmen Flug Ozer	POINT(-74.1623779667 40.60447855)
6383225	La Candela Española	POINT(-74.149505683 40.551621933)
209477	Gabriel Pediatrics	POINT(-74.1623244434 40.6048709029)
689830	Golden Dove	POINT(-74.1685993833 40.55880185)
482665	Showplace Bowling	POINT(-74.17837363 40.59036904)
1063370	Staten Island Academy	POINT(-74.109660387 40.5955392122)
679742	Eltingville Transit Center	POINT(-74.1709754667 40.5602935)
7558464	Richmond County Country Club	POINT(-74.1148568 40.6006889)
1300247	Staten Island Expressway	POINT(-74.130676396 40.608084231)
6286686	Ricky's Candy, Cones & Chaos	POINT(-74.1766535 40.56591773)
717210	Gap	POINT(-74.17514801 40.56392663)
7067535	Mike's Unicorn Diner 	POINT(-74.154843 40.608174)
7513896	Joy Jenny's Nail and Spa	POINT(-74.103680563 40.575969295)
